type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,F4:C8:8A:54:51:7D,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,96569309,0,131,0,0,96.7569,128,[-125 48 8 0 0 0 0 0 0 0 0 0 -18 26 -18 23 -13 25 -41 14 -7 27 -22 33 -19 15 -16 16 -18 13 -18 17 -21 16 -18 20 -17 19 -21 20 -16 18 -16 19 -14 18 -16 20 -15 19 -14 22 -12 16 -11 17 -12 12 -7 17 -10 16 -8 18 0 0 -9 20 -7 19 -6 20 -7 16 -7 15 -5 18 -3 20 -3 18 -2 19 -8 16 -5 17 1 15 -3 17 1 16 -2 14 -2 15 -1 16 -3 13 -2 9 -3 9 -2 9 0 10 0 8 -4 6 -1 3 -1 5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,18:56:80:05:1F:22,-82,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,281072284,0,74,0,0,281.259,128,[74 -96 4 0 0 0 0 0 0 0 0 0 5 -7 10 -6 5 -6 8 -7 9 -18 2 -7 5 -7 12 -4 10 -5 9 -1 12 4 9 1 9 4 12 5 8 7 10 10 7 16 8 10 8 12 8 14 6 8 7 13 4 12 2 13 8 17 3 16 0 0 8 12 5 11 5 22 7 16 1 19 4 20 3 18 5 16 2 14 -4 19 3 17 5 18 0 18 7 20 12 16 10 13 16 14 12 11 6 11 9 9 9 7 11 10 15 11 11 8 11 6 12 6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,78:AF:08:D3:C7:69,-70,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,385919541,0,143,0,0,386.107,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 -13 -24 -12 -23 -8 -21 -11 -24 -11 -26 -7 -26 -1 -24 -5 -22 -2 -24 -3 -30 -4 -28 -2 -28 -1 -31 -1 -27 3 -25 -6 -26 -5 -22 -5 -25 -6 -22 -6 -24 -6 -22 -7 -23 -4 -23 -7 -22 -10 -21 -6 -23 0 0 -7 -20 -13 -17 -10 -24 -14 -17 -9 -17 -9 -20 -10 -22 -13 -20 -13 -22 -9 -22 -14 -20 -12 -17 -13 -18 -14 -18 -11 -16 -14 -16 -12 -15 -11 -13 -12 -15 -12 -13 -13 -12 -13 -13 -12 -12 -13 -14 -11 -13 -9 -11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F4:C8:8A:54:51:7D,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,102655782,0,131,0,0,102.845,128,[-125 48 8 0 0 0 0 0 0 0 0 0 22 -6 17 -6 18 -6 19 -3 19 -3 20 -5 19 -1 16 -3 21 -2 21 -3 28 0 26 0 29 -1 31 2 25 3 27 1 23 4 21 2 24 1 17 2 17 4 19 -2 14 0 14 -3 18 -2 13 -2 0 0 14 -1 13 -4 17 -1 15 -4 16 -6 14 -8 14 -10 13 -11 15 -10 15 -12 12 -14 14 -9 14 -14 16 -14 18 -16 19 -14 17 -14 14 -9 14 -10 16 -5 15 -8 12 -7 14 -7 11 -8 14 -11 12 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,78:AF:08:D3:C7:69,-68,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,389542802,0,143,0,0,389.732,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 -4 20 -4 18 -5 21 -8 24 -6 21 -9 21 -9 23 -9 20 -11 22 -13 25 -15 26 -17 30 -18 28 -18 29 -19 26 -20 25 -20 25 -19 22 -19 24 -16 23 -17 21 -15 20 -14 20 -16 22 -14 21 -14 21 0 0 -13 20 -12 20 -12 19 -12 19 -11 19 -9 19 -10 19 -8 18 -8 19 -8 17 -6 18 -4 16 -4 19 -4 19 -1 17 -2 16 -1 16 0 15 0 13 0 11 0 13 1 12 1 11 3 12 2 11 3 11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,18:56:80:05:1F:22,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,557991709,0,74,0,0,558.181,128,[74 -96 4 0 0 0 0 0 0 0 0 0 9 -2 9 -1 5 0 6 -4 5 -4 4 -2 6 -6 1 -4 2 -7 1 -9 1 -7 5 -10 3 -16 1 -16 2 -18 0 -18 -1 -20 0 -19 1 -21 8 -22 1 -25 1 -23 5 -25 7 -27 6 -21 15 -25 0 0 14 -23 6 -19 9 -32 4 -21 11 -21 13 -22 10 -24 10 -26 8 -23 9 -26 4 -24 10 -25 8 -24 9 -20 6 -17 7 -19 7 -18 6 -18 6 -15 7 -17 3 -14 7 -12 5 -11 5 -11 2 -8 1 -11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,B4:0E:DE:76:F5:16,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,52829537,0,143,0,0,53.0183,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 10 -9 10 -8 10 -5 13 -6 13 -7 11 -4 9 -10 10 -4 9 -7 11 -9 10 -5 10 -5 10 -9 7 -8 8 -7 7 -11 7 -15 7 -15 5 -16 5 -19 8 -19 3 -20 8 -21 11 -25 10 -25 12 -24 0 0 11 -28 14 -28 15 -28 13 -30 17 -27 16 -30 19 -24 17 -26 17 -30 22 -29 20 -26 14 -26 18 -27 16 -26 16 -24 15 -24 12 -27 11 -22 10 -24 10 -20 8 -19 8 -22 6 -22 8 -23 9 -19 7 -22 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F4:C8:8A:54:51:7D,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,143892068,0,143,0,0,144.08,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 1 4 -4 3 -1 7 -2 5 -2 3 0 4 1 5 2 7 1 9 0 11 1 10 2 12 4 12 0 16 2 15 2 16 0 17 1 11 0 14 4 14 2 18 7 16 4 16 3 17 8 16 8 21 0 0 8 20 7 21 8 21 10 21 9 25 9 25 12 26 8 25 12 27 10 26 10 28 8 24 5 26 11 27 7 29 8 27 7 29 5 24 8 22 7 19 7 23 7 24 10 28 6 21 5 22 6 20 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:B8:7E:EE:DC:B1,-84,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,512678100,0,126,0,0,512.866,128,[126 -32 7 0 0 0 0 0 0 0 0 0 -7 -12 -12 -14 -16 -11 -21 -8 -17 -9 -11 -14 -22 -14 -22 -17 -13 -18 -22 -9 -24 -17 -26 -10 -23 -11 -26 -11 -17 -13 -21 -17 -22 -23 -28 -7 -26 -18 -23 -20 -17 -23 -23 -21 -3 -17 -15 -17 -14 -22 -17 -13 0 0 -14 -15 -9 -12 -6 -15 1 -9 -10 -17 -6 -5 -9 -3 -6 -11 -1 1 16 -13 0 -6 1 -2 2 -7 -4 1 1 -2 3 -6 1 -1 9 0 4 6 1 -3 -9 -3 -1 -2 10 -3 14 5 7 -1 4 -1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:85:7F:44:AF:C5,-84,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,516072597,0,136,0,0,516.261,128,[-120 -128 8 0 0 0 0 0 0 0 0 0 13 12 12 9 5 7 8 10 0 6 12 7 11 11 5 10 6 11 9 10 2 6 8 12 8 4 9 7 -3 11 6 7 2 8 7 3 4 8 8 9 9 5 10 -1 13 6 10 5 19 5 15 7 0 0 18 5 15 -1 12 2 9 3 10 2 13 5 15 5 9 8 15 -7 27 -7 18 1 11 -2 14 -7 12 -4 18 -7 9 -10 12 -7 13 -10 15 -5 18 -15 18 -15 14 -4 18 -15 19 -17 15 -11 14 -6 0 0 0 0 0 0 0 0 0 0 ]
