type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,EC:63:D7:30:81:04,-87,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,89639694,0,192,0,0,89.8287,128,[-64 0 12 0 0 0 0 0 0 0 0 0 1 11 2 2 0 3 10 6 6 8 -5 9 -3 0 -2 4 -1 3 -6 13 -3 1 -1 11 -13 10 -4 7 -13 6 -8 15 -6 12 -2 9 -10 11 -15 0 -7 21 -10 2 -7 10 -3 7 -10 6 -7 12 0 0 -9 13 -12 14 -13 10 -3 14 -2 11 -8 17 -6 9 -10 20 -5 15 -5 8 -12 12 -9 16 -5 17 -6 25 -4 12 -11 22 -11 17 -1 10 5 8 9 16 4 19 -1 10 9 15 4 7 1 13 -2 17 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,132388403,0,139,0,0,132.577,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 -17 -9 -7 -6 8 1 13 2 20 -1 26 5 36 5 40 1 41 -1 46 4 44 2 42 1 37 -1 30 1 29 1 17 1 8 -1 3 -1 -7 0 -8 -1 -15 2 -18 4 -26 8 -28 8 -28 12 -29 8 0 0 -26 6 -21 4 -19 1 -14 -2 -9 -4 -8 -2 -3 -4 -1 -4 5 -5 1 -4 2 -6 2 -4 6 1 1 -1 -1 4 -1 5 -2 6 -5 6 -3 5 0 4 -2 5 -1 4 2 0 5 -4 6 -5 6 -6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-74,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,132388658,0,139,0,0,132.583,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 39 -6 42 -8 43 -6 39 -8 34 -9 31 -4 26 -9 21 -4 14 -4 2 -1 -5 0 -13 5 -22 7 -25 8 -29 7 -35 15 -34 13 -36 13 -31 11 -27 13 -27 10 -25 16 -22 10 -14 6 -12 1 -8 0 0 0 5 -7 8 -10 9 -9 12 -9 15 -9 14 -8 14 -5 13 -5 12 -2 9 0 10 1 4 1 1 3 2 5 0 2 0 1 1 -1 -2 -6 1 -3 4 -8 7 -9 5 -10 9 -11 9 -12 9 -14 9 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-74,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,132388913,0,139,0,0,132.589,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 21 32 24 36 23 32 26 31 21 31 19 26 16 23 14 18 8 8 3 3 -4 -6 -8 -8 -15 -17 -19 -19 -24 -22 -25 -26 -28 -27 -28 -26 -32 -24 -27 -21 -22 -18 -22 -15 -17 -17 -14 -12 -12 -9 -4 -7 0 0 6 -2 12 2 13 7 15 9 14 10 14 10 13 8 8 10 0 7 -9 -1 2 6 -2 7 -3 5 -4 6 -3 2 -2 0 -2 0 2 -2 6 1 8 1 11 3 10 3 13 2 14 3 17 2 16 4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,132395966,0,139,0,0,132.594,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 18 -1 11 1 -6 3 -14 1 -19 7 -29 11 -33 11 -39 18 -42 23 -48 23 -47 23 -41 22 -39 18 -32 19 -28 14 -19 10 -11 6 0 -1 5 -2 10 -8 11 -8 11 -18 16 -20 18 -27 19 -28 21 -25 0 0 16 -25 14 -25 12 -16 9 -8 13 -6 3 -4 3 -2 3 -3 -10 1 6 1 -2 11 -5 4 -1 -1 -4 0 -5 0 -4 -5 -6 -4 -5 -9 -1 -7 -6 -6 -5 -7 -2 -5 -3 -3 0 6 1 7 2 14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,132396221,0,139,0,0,132.6,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 6 43 7 43 8 39 7 37 10 34 7 35 4 28 6 18 2 13 0 6 -1 -3 -6 -12 -6 -17 -9 -29 -8 -31 -12 -36 -12 -37 -13 -33 -13 -35 -16 -29 -16 -25 -13 -25 -9 -21 -6 -18 -5 -11 -2 -9 0 0 3 1 8 7 7 11 10 15 5 14 7 17 5 13 4 14 -4 12 -2 2 2 15 0 4 -4 1 -4 0 -3 2 -2 2 -2 0 1 3 7 5 7 6 10 7 10 10 7 9 11 7 15 11 9 10 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-74,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,132396485,0,139,0,0,132.606,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 32 25 28 31 32 29 28 25 28 25 25 22 25 16 17 10 9 7 -1 2 -1 -2 -9 -8 -16 -9 -23 -9 -26 -15 -34 -18 -32 -16 -32 -17 -32 -12 -34 -16 -25 -9 -28 -6 -23 -9 -16 -8 -12 -4 -4 -6 0 0 5 -1 12 1 11 2 13 5 17 3 16 4 14 2 15 1 9 5 4 6 7 6 3 9 0 5 -2 0 -1 2 -2 3 -3 -2 0 -1 6 -3 9 -4 7 -6 15 -8 11 -7 15 -9 14 -5 12 -5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-86,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,134784316,0,139,0,0,134.973,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 -11 -14 -16 -22 -14 -34 -14 -34 -14 -45 -8 -36 -19 -45 -21 -42 -22 -39 -17 -29 -23 -34 -18 -25 -12 -15 -9 -11 -2 -5 6 -3 10 -4 22 -5 20 -1 19 -7 21 -5 18 -13 13 -4 21 -5 20 -2 12 -3 0 0 8 7 9 -1 7 0 2 6 -2 8 -1 4 5 11 -6 1 1 -3 -4 3 -10 -2 -8 -1 -10 2 -12 0 -13 -1 -5 5 -8 7 -5 6 -5 3 -10 6 1 1 1 -7 0 -2 4 -9 7 -10 12 -5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-84,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,134814111,0,139,0,0,135.003,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 -23 11 -22 8 -21 22 -24 31 -19 22 -32 24 -28 26 -33 31 -35 23 -28 21 -32 22 -26 13 -10 11 -12 7 -6 8 -4 4 -9 6 0 13 -2 19 1 18 1 18 -1 13 6 14 -4 17 -2 6 -5 17 0 0 -12 6 -4 -3 -2 13 -5 -1 -5 2 0 5 -1 -1 -2 7 -1 0 -5 3 -2 1 -9 3 -9 0 -12 -2 -10 -5 -13 -3 -8 2 -5 4 -5 -2 -5 1 -11 3 -5 7 -8 7 -7 14 -6 12 -11 7 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,14:5A:FC:11:32:87,-82,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,134814358,0,139,0,0,135.009,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 16 -10 13 -15 16 -21 10 -18 19 -24 24 -20 25 -22 23 -19 22 -15 22 -15 26 -11 19 -9 14 -12 12 -11 10 -6 10 -5 1 -9 1 -10 4 -12 -1 -14 -4 -8 2 -14 0 -12 1 -13 4 -14 0 -11 0 0 8 -5 2 -2 -1 -4 5 4 0 -2 -2 -6 5 -8 -2 6 12 0 -5 -9 7 0 -1 1 5 2 4 4 5 8 13 5 2 6 1 5 1 8 5 0 0 3 6 0 9 -3 6 2 5 1 10 -3 0 0 0 0 0 0 0 0 0 0 ]
