type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,C0:3C:59:CF:BD:63,-74,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3363071,0,131,0,0,3.55102,128,[-125 48 8 0 0 0 0 0 0 0 0 0 19 2 5 -2 6 6 16 -3 14 5 11 -3 10 5 11 -6 14 0 14 -2 15 -6 20 -2 22 -4 17 -8 15 -6 25 -1 24 -9 23 -2 24 -2 25 -2 22 -5 26 -2 25 -4 26 -7 29 -3 31 -1 0 0 29 -2 29 -2 27 -5 27 -1 27 -2 29 -2 27 -1 30 -1 24 -1 23 1 26 -2 25 -5 30 -5 28 -3 27 -3 24 -4 25 -5 24 -3 20 -5 20 -3 21 -4 21 -6 20 -5 22 -1 20 -1 20 -1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,C8:5E:A9:39:43:D8,-81,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,63191694,0,147,0,0,63.3794,128,[-109 48 9 0 0 0 0 0 0 0 0 0 -7 0 1 0 1 1 -2 -2 -1 -2 3 1 0 1 4 -1 2 2 2 1 0 5 1 5 1 5 4 6 4 6 4 11 0 8 -1 11 3 11 3 12 1 10 -2 12 1 10 -4 12 -2 16 -1 16 0 0 -3 15 -2 14 -1 15 2 15 -1 15 -1 14 1 12 1 12 0 12 1 18 -4 16 0 15 -3 15 0 19 -1 15 -3 14 -2 16 2 14 -1 12 -4 11 -4 12 -1 9 0 12 0 14 -2 10 1 7 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-79,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67317986,0,133,0,0,67.5057,128,[-123 80 8 0 0 0 0 0 0 0 0 0 -35 16 -31 15 -32 17 -27 17 -27 17 -22 18 -20 18 -17 16 -13 19 -11 24 -13 18 -12 23 -6 24 -2 24 -1 23 -1 23 1 25 -3 18 0 20 0 21 -1 16 -2 13 -2 10 -4 6 -6 6 -2 1 0 0 -2 -7 -3 -12 -4 -14 -1 -15 1 -15 4 -18 9 -16 5 -15 7 -13 5 -15 4 -5 -1 -4 -4 -1 -8 3 -14 3 -16 2 -22 3 -25 -1 -26 -1 -26 -3 -28 -7 -24 -9 -22 -12 -19 -15 -13 -9 -9 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-74,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67318242,0,143,0,0,67.5121,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 -12 -22 -11 -19 -15 -14 -16 -12 -13 -5 -13 -2 -9 0 -5 6 -1 5 3 4 9 4 9 3 16 0 13 -1 15 -7 11 -8 11 -13 11 -11 10 -14 8 -15 4 -14 5 -15 5 -12 5 -12 6 -12 8 -10 0 0 12 -11 15 -8 17 -9 21 -8 20 -6 20 -9 20 -9 19 -6 17 -6 20 -5 15 -1 15 3 15 8 15 14 15 15 14 17 15 19 16 21 15 24 19 25 18 27 17 25 17 23 15 21 12 23 8 20 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67318519,0,143,0,0,67.5179,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 -21 -29 -21 -27 -21 -11 -17 -11 -21 -7 -15 -2 -15 5 -10 5 -2 14 4 8 3 8 11 9 14 5 14 3 19 -3 17 -6 16 -9 18 -12 15 -15 13 -11 10 -16 8 -14 11 -9 11 -10 10 -6 11 -6 0 0 15 -1 20 2 19 1 24 1 23 6 23 7 23 5 22 5 19 16 7 21 12 14 9 16 1 17 1 20 -4 24 -8 27 -11 27 -11 30 -12 33 -14 34 -16 34 -15 32 -15 30 -15 26 -17 23 -17 18 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67318770,0,133,0,0,67.5237,128,[-123 80 8 0 0 0 0 0 0 0 0 0 19 -21 18 -18 12 -19 1 -16 -4 -17 -1 -12 -5 -9 -5 -6 -7 -2 -8 4 -5 5 -3 11 1 13 5 10 9 16 8 11 14 14 17 9 15 9 16 2 17 5 15 3 14 2 12 3 11 5 10 7 0 0 7 12 9 12 9 18 9 15 10 20 7 20 9 21 9 20 3 15 9 21 -2 17 -2 17 -5 15 -14 15 -15 14 -19 16 -24 15 -26 16 -28 17 -29 18 -28 16 -29 14 -26 13 -25 14 -24 13 -24 5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67319035,0,133,0,0,67.5293,128,[-123 80 8 0 0 0 0 0 0 0 0 0 -16 26 -6 25 -1 26 3 20 7 17 6 12 7 8 8 5 7 -2 7 -8 2 -10 -1 -12 -2 -15 -7 -13 -13 -15 -14 -16 -12 -12 -19 -11 -20 -11 -18 -8 -19 -8 -20 -5 -13 -6 -10 -6 -10 -6 -12 -8 0 0 -8 -15 -8 -18 -8 -21 -3 -23 -6 -27 -3 -23 -5 -28 -3 -22 -7 -20 -10 -18 4 -21 8 -12 15 -10 18 -7 22 -7 26 -5 29 -2 29 -2 36 1 36 0 34 2 34 3 31 2 27 5 26 6 23 10 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67335775,0,133,0,0,67.5352,128,[-123 80 8 0 0 0 0 0 0 0 0 0 -26 1 -26 0 -22 7 -20 12 -13 14 -13 12 -5 12 1 10 4 6 9 4 10 -2 14 0 12 -10 10 -14 8 -15 8 -17 6 -18 5 -19 -2 -18 2 -16 1 -19 -3 -18 1 -13 2 -13 2 -9 6 -13 0 0 7 -12 11 -11 16 -12 18 -11 23 -13 22 -15 18 -12 19 -12 16 -5 18 -2 16 1 16 3 12 10 11 13 9 18 11 20 10 27 10 27 6 32 7 32 9 32 8 35 5 30 4 26 1 25 -4 22 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A8:93:4A:77:07:9F,-74,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,67336022,0,143,0,0,67.5409,128,[-113 -16 8 0 0 0 0 0 0 0 0 0 -13 8 -13 10 -7 11 -5 10 -1 11 0 8 2 8 3 4 3 0 6 -2 3 -5 3 -6 0 -9 -1 -10 -3 -10 -6 -11 -6 -8 -6 -11 -10 -8 -10 -6 -10 -7 -6 -5 -5 -6 -7 -4 -7 -6 -4 -8 0 0 -3 -10 -1 -12 -1 -13 0 -13 -1 -14 -1 -16 1 -14 2 -15 2 -13 2 -10 4 -7 7 -7 9 -6 11 -3 12 0 15 0 17 0 16 2 20 3 20 4 20 3 19 4 20 4 17 4 13 5 11 8 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,00:93:37:70:20:0B,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,80651811,0,147,0,0,80.8395,128,[-109 48 9 0 0 0 0 0 0 0 0 0 4 -11 4 -12 6 -18 5 -17 6 -14 6 -17 8 -16 8 -15 12 -19 9 -20 12 -21 15 -25 18 -21 17 -24 19 -23 21 -25 16 -20 14 -22 19 -24 18 -19 15 -19 18 -15 17 -14 17 -20 16 -16 15 -16 0 0 14 -18 10 -18 9 -17 9 -20 8 -15 4 -21 7 -23 1 -20 5 -20 3 -18 6 -24 6 -21 5 -20 5 -20 5 -21 5 -18 1 -20 2 -20 4 -20 2 -17 4 -19 0 -18 -1 -15 3 -16 2 -16 0 -12 0 0 0 0 0 0 0 0 0 0 ]
