,0
0,82.55688714247087
1,72.48832484541458
2,6.880474899641378
4,4.4769317939664
5,4.851691994106751
6,4.287445283790461
7,4.708593658037136
8,4.069934241667924
9,4.461637692804334
10,3.8745989261163465
11,4.31695670047109
12,12.014823909196492
13,11.706881698854017
14,11.67029274495141
15,11.589297077958317
16,12.032228219779931
17,11.832036876985708
18,12.077056576713492
19,11.957261856281816
20,11.724704430925726
21,11.769956961530946
22,11.785183133058858
23,11.628837149557597
24,11.768354820680589
25,11.776987546533144
26,11.653856367977806
27,11.714945788204407
28,12.152741740169386
29,12.101953298380828
30,12.586835140677184
31,12.499342051777147
32,13.006329188155258
33,13.029939705879475
34,13.527515778394047
35,13.48441703562401
36,13.43319646198888
37,13.31240224545815
38,13.497441957520259
39,13.398349217329656
40,13.138549777003174
41,13.078236436253102
42,13.702473231940962
43,13.493087410548444
44,13.451945582433362
45,13.372958058527143
46,13.505646376605576
47,13.383550211368329
48,13.775769785181868
49,13.725948140340764
50,13.955810471801186
51,13.862657304165127
52,13.8621807696535
53,14.003941655042247
54,14.128618728141278
55,14.020145703625447
56,13.867674338441942
57,13.761777556683482
58,14.306039433307204
59,14.292212347295335
60,14.51115080001407
61,14.554262126876692
62,14.305097650381956
63,14.356394034563516
66,14.572385998712566
67,14.659355380674748
68,14.605316014346144
69,14.65363797747775
70,14.433012322269528
71,14.508542173736066
72,14.519881354693103
73,14.577409046497056
74,14.289564355104648
75,14.4369521323661
76,14.715087092923167
77,14.681121456511475
78,14.853862149051816
79,14.93047559450437
80,14.902623441917017
81,14.92707777139267
82,15.179988115242475
83,15.093053778255058
84,15.901112495408626
85,15.535321350222965
86,14.948028326840694
87,15.033469387815394
88,14.873722206508562
89,14.88808267006239
90,14.996793049960637
91,14.95707968904597
92,14.981102131751305
93,15.160377098942375
94,14.689354340097593
95,14.786964835698459
96,14.267241703411276
97,14.351556831911344
98,13.73036610986537
99,13.833899969762626
100,12.958174907909347
101,13.087401035120964
102,12.422820002798968
103,12.515402487095686
104,11.778335310125195
105,11.899950820242095
106,11.841966654767983
107,11.94162927470465
108,11.764690635026977
109,11.789701224577296
110,11.585200045878175
111,11.557478148017497
112,11.73057303030665
113,11.671997072866509
114,11.649127479018809
115,11.547249060984617
116,11.484060013231531
117,11.299720486197236
118,4.842382019794358
119,4.8162899283684455
120,4.4317592690970775
121,4.532699140297003
122,4.718235263698374
123,4.767367618171509
124,4.815825224359702
125,5.0471798975472035
126,4.643451089808993
127,4.926816658834657
